"period","target","price_p1","price_p2","price_p3","price_p4","price_p5","price_p6","price_p7","price_p8","price_p9","price_p10","price_p11","price_p12","price_p13","mean_3","mean_5","mean_10","mean_15","median_5","day","month"
2020-03-13,1516.7,1590.3,1642.3,1659.1,1675.7,1672.4,1666.4,1643,1642.1,1592.3,1564.1,1642.5,1643.1,1650,1630.56666666667,1647.96,1634.77,1640.3,1659.1,"6","03"
2020-03-12,1590.3,1642.3,1659.1,1675.7,1672.4,1666.4,1643,1642.1,1592.3,1564.1,1642.5,1643.1,1650,1676.6,1659.03333333333,1663.18,1639.99,1642.31333333333,1666.4,"5","03"
2020-03-11,1642.3,1659.1,1675.7,1672.4,1666.4,1643,1642.1,1592.3,1564.1,1642.5,1643.1,1650,1676.6,1644.6,1669.06666666667,1663.32,1640.07,1640.28,1666.4,"4","03"
2020-03-10,1659.1,1675.7,1672.4,1666.4,1643,1642.1,1592.3,1564.1,1642.5,1643.1,1650,1676.6,1644.6,1620.5,1671.5,1659.92,1639.16,1636.34,1666.4,"3","03"
2020-03-09,1675.7,1672.4,1666.4,1643,1642.1,1592.3,1564.1,1642.5,1643.1,1650,1676.6,1644.6,1620.5,1611.8,1660.6,1643.24,1639.25,1630.14,1643,"2","03"
2020-03-06,1672.4,1666.4,1643,1642.1,1592.3,1564.1,1642.5,1643.1,1650,1676.6,1644.6,1620.5,1611.8,1600,1650.5,1621.58,1636.47,1623.9,1642.1,"6","03"
2020-03-05,1666.4,1643,1642.1,1592.3,1564.1,1642.5,1643.1,1650,1676.6,1644.6,1620.5,1611.8,1600,1582.7,1625.8,1616.8,1631.88,1617.58,1642.1,"5","03"
2020-03-04,1643,1642.1,1592.3,1564.1,1642.5,1643.1,1650,1676.6,1644.6,1620.5,1611.8,1600,1582.7,1578.8,1599.5,1616.82,1628.76,1612.42,1642.1,"4","03"
2020-03-03,1642.1,1592.3,1564.1,1642.5,1643.1,1650,1676.6,1644.6,1620.5,1611.8,1600,1582.7,1578.8,1571.6,1599.63333333333,1618.4,1624.55,1608.24666666667,1642.5,"3","03"
2020-03-02,1592.3,1564.1,1642.5,1643.1,1650,1676.6,1644.6,1620.5,1611.8,1600,1582.7,1578.8,1571.6,1565.6,1616.56666666667,1635.26,1623.59,1606.66666666667,1643.1,"2","03"
2020-02-28,1564.1,1642.5,1643.1,1650,1676.6,1644.6,1620.5,1611.8,1600,1582.7,1578.8,1571.6,1565.6,1579.5,1645.2,1651.36,1625.06,1607.06,1644.6,"6","02"
2020-02-27,1642.5,1643.1,1650,1676.6,1644.6,1620.5,1611.8,1600,1582.7,1578.8,1571.6,1565.6,1579.5,1568.6,1656.56666666667,1646.96,1617.97,1601.74666666667,1644.6,"5","02"
2020-02-26,1643.1,1650,1676.6,1644.6,1620.5,1611.8,1600,1582.7,1578.8,1571.6,1565.6,1579.5,1568.6,1570,1657.06666666667,1640.7,1610.22,1595.90666666667,1644.6,"4","02"
2020-02-25,1650,1676.6,1644.6,1620.5,1611.8,1600,1582.7,1578.8,1571.6,1565.6,1579.5,1568.6,1570,1562.8,1647.23333333333,1630.7,1603.17,1591.4,1620.5,"3","02"
2020-02-24,1676.6,1644.6,1620.5,1611.8,1600,1582.7,1578.8,1571.6,1565.6,1579.5,1568.6,1570,1562.8,1555.5,1625.63333333333,1611.92,1592.37,1585.15333333333,1611.8,"2","02"
2020-02-21,1644.6,1620.5,1611.8,1600,1582.7,1578.8,1571.6,1565.6,1579.5,1568.6,1570,1562.8,1555.5,1582.4,1610.76666666667,1598.76,1584.91,1581.46,1600,"6","02"
2020-02-20,1620.5,1611.8,1600,1582.7,1578.8,1571.6,1565.6,1579.5,1568.6,1570,1562.8,1555.5,1582.4,1582.9,1598.16666666667,1588.98,1579.14,1578.49333333333,1582.7,"5","02"
2020-02-19,1611.8,1600,1582.7,1578.8,1571.6,1565.6,1579.5,1568.6,1570,1562.8,1555.5,1582.4,1582.9,1589.2,1587.16666666667,1579.74,1573.51,1576.09333333333,1578.8,"4","02"
2020-02-18,1600,1582.7,1578.8,1571.6,1565.6,1579.5,1568.6,1570,1562.8,1555.5,1582.4,1582.9,1589.2,1576,1577.7,1575.64,1571.75,1575.00666666667,1578.8,"3","02"
2020-02-14,1582.7,1578.8,1571.6,1565.6,1579.5,1568.6,1570,1562.8,1555.5,1582.4,1582.9,1589.2,1576,1575.8,1572,1572.82,1571.77,1574.23333333333,1571.6,"6","02"
2020-02-13,1578.8,1571.6,1565.6,1579.5,1568.6,1570,1562.8,1555.5,1582.4,1582.9,1589.2,1576,1575.8,1583.7,1572.23333333333,1571.06,1572.81,1573.75333333333,1570,"5","02"
2020-02-12,1571.6,1565.6,1579.5,1568.6,1570,1562.8,1555.5,1582.4,1582.9,1589.2,1576,1575.8,1583.7,1571.1,1571.23333333333,1569.3,1573.25,1572.76,1568.6,"4","02"
2020-02-11,1565.6,1579.5,1568.6,1570,1562.8,1555.5,1582.4,1582.9,1589.2,1576,1575.8,1583.7,1571.1,1571.6,1572.7,1567.28,1574.27,1572.14666666667,1568.6,"3","02"
2020-02-10,1579.5,1568.6,1570,1562.8,1555.5,1582.4,1582.9,1589.2,1576,1575.8,1583.7,1571.1,1571.6,1556.7,1567.13333333333,1567.86,1574.69,1570.76666666667,1568.6,"2","02"
2020-02-07,1568.6,1570,1562.8,1555.5,1582.4,1582.9,1589.2,1576,1575.8,1583.7,1571.1,1571.6,1556.7,1556.4,1562.76666666667,1570.72,1574.94,1569.56,1570,"6","02"
2020-02-06,1570,1562.8,1555.5,1582.4,1582.9,1589.2,1576,1575.8,1583.7,1571.1,1571.6,1556.7,1556.4,1558.8,1566.9,1574.56,1575.1,1568.49333333333,1582.4,"5","02"
2020-02-05,1562.8,1555.5,1582.4,1582.9,1589.2,1576,1575.8,1583.7,1571.1,1571.6,1556.7,1556.4,1558.8,1550.5,1573.6,1577.2,1574.49,1567.28,1582.4,"4","02"
2020-02-04,1555.5,1582.4,1582.9,1589.2,1576,1575.8,1583.7,1571.1,1571.6,1556.7,1556.4,1558.8,1550.5,1554,1584.83333333333,1581.26,1574.58,1566.95333333333,1582.4,"3","02"
2020-02-03,1582.4,1582.9,1589.2,1576,1575.8,1583.7,1571.1,1571.6,1556.7,1556.4,1558.8,1550.5,1554,1544.6,1582.7,1581.52,1572.22,1565.29333333333,1582.9,"2","02"
2020-01-31,1582.9,1589.2,1576,1575.8,1583.7,1571.1,1571.6,1556.7,1556.4,1558.8,1550.5,1554,1544.6,1550.6,1580.33333333333,1579.16,1568.98,1563.38666666667,1576,"6","01"
2020-01-30,1589.2,1576,1575.8,1583.7,1571.1,1571.6,1556.7,1556.4,1558.8,1550.5,1554,1544.6,1550.6,1557.5,1578.5,1575.64,1565.46,1561.45333333333,1575.8,"5","01"
2020-01-29,1576,1575.8,1583.7,1571.1,1571.6,1556.7,1556.4,1558.8,1550.5,1554,1544.6,1550.6,1557.5,1554.3,1576.86666666667,1571.78,1562.32,1561.34,1571.6,"4","01"
2020-01-28,1575.8,1583.7,1571.1,1571.6,1556.7,1556.4,1558.8,1550.5,1554,1544.6,1550.6,1557.5,1554.3,1560.2,1575.46666666667,1567.9,1559.8,1560.87333333333,1571.1,"3","01"
2020-01-27,1583.7,1571.1,1571.6,1556.7,1556.4,1558.8,1550.5,1554,1544.6,1550.6,1557.5,1554.3,1560.2,1574.3,1566.46666666667,1562.92,1557.18,1558.57333333333,1558.8,"2","01"
2020-01-24,1571.1,1571.6,1556.7,1556.4,1558.8,1550.5,1554,1544.6,1550.6,1557.5,1554.3,1560.2,1574.3,1568.8,1561.56666666667,1558.8,1555.5,1555.70666666667,1556.7,"6","01"
